"Timestamp","Category","Name","Message"
"10/1/15 12:35:19 PM","Upkeep","","Upkeep paid! 30,650 crowns removed from the guild treasury."
"9/30/15 8:31:40 AM","Guild Hall","Purepwn","Changed the MOTD: 'Congratulations to this month's winners! Check the guild site to see if you've won! (www.logunners.shivtr.com)'."
"9/27/15 4:19:14 PM","Storage","Purepwn","Removed Frozen Pulsar Recipe from officer storage."
"9/27/15 4:19:14 PM","Storage","Purepwn","Removed Blazing Pulsar Recipe from officer storage."
"9/26/15 5:18:46 PM","Guild Hall","Purepwn","Changed the MOTD: 'Sorry for the delay! The Monthly Guild Lottery will commence next week on Sept. 30th! (www.logunners.shivtr.com)'."
"9/26/15 9:22:36 AM","Membership","Sweetrr","Accepted Purepwn's invitation to join the guild. Welcome!"
"9/24/15 12:35:19 PM","Upkeep","","Upkeep paid! 30,650 crowns removed from the guild treasury."
