"Timestamp","Category","Name","Message"
"11/26/14 4:57:19 PM","Membership","Seinaru-Hato","Left the guild. Farewell!"
"11/26/14 4:31:38 PM","Membership","Maxamusx","Accepted Blazgunner's invitation to join the guild. Welcome!"
"11/26/14 2:55:42 PM","Treasury","Rhons","Added Primal Ore to the Treasury."
"11/26/14 2:55:42 PM","Treasury","Rhons","Added Reaper Rib to the Treasury."
"11/26/14 2:55:42 PM","Treasury","Rhons","Added Plasma Cell to the Treasury."
"11/26/14 2:55:42 PM","Treasury","Rhons","Added Plague Essence to the Treasury."
"11/26/14 2:55:42 PM","Treasury","Rhons","Added Royal Core to the Treasury."
"11/26/14 2:55:36 PM","Treasury","Rhons","Added Dragon Scale to the Treasury."
"11/26/14 2:55:36 PM","Treasury","Rhons","Added Flame Soul to the Treasury."
"11/26/14 2:55:36 PM","Treasury","Rhons","Added Everfrost to the Treasury."
"11/26/14 2:55:36 PM","Treasury","Rhons","Added Crest of Ur to the Treasury."
"11/26/14 2:55:36 PM","Treasury","Rhons","Added Philoso Feather to the Treasury."
"11/26/14 10:59:39 AM","Treasury","Wilful-Carnage","Added 2,000 crowns to the guild treasury."
"11/26/14 10:56:20 AM","Treasury","Sahzee","Added 2,000 crowns to the guild treasury."
"11/26/14 2:56:57 AM","Membership","Blazgunner","Left the guild. Farewell!"
"11/24/14 9:23:00 PM","Treasury","Luna-Lux","Added 2,000 crowns to the guild treasury."
"11/21/14 9:13:38 PM","Membership","Rhons","Accepted Mynameis-Seven's invitation to join the guild. Welcome!"
"11/20/14 6:37:10 PM","Storage","Purepwn","Removed Kilowatt Pulsar Recipe from officer storage."
"11/20/14 6:26:55 PM","Membership","Purepwn","Promoted Luna-Lux to Veteran."
"11/20/14 6:25:16 PM","Treasury","Luna-Lux","Added 3,000 crowns to the guild treasury."
"11/20/14 12:35:19 PM","Upkeep","","Upkeep paid! 30,650 crowns removed from the guild treasury."
"11/19/14 9:05:22 AM","Membership","Lighting-Crasher","Left the guild. Farewell!"
