"Timestamp","Category","Name","Message"
"12/22/14 7:45:40 PM","Treasury","Rhons","Added 5,000 crowns to the guild treasury."
"12/22/14 7:45:12 PM","Storage","Purepwn","Removed Elemental Blaster Recipe from officer storage."
"12/22/14 12:54:55 PM","Membership","Takeshi-Pl","Left the guild. Farewell!"
"12/22/14 8:30:27 AM","Treasury","Rhons","Added 11,437 crowns to the guild treasury."
"12/21/14 11:01:58 PM","Membership","Haann","Promoted Flareminute to Veteran."
"12/21/14 11:01:54 PM","Membership","Haann","Promoted Rhons to Veteran."
"12/21/14 11:01:34 PM","Treasury","Flareminute","Added 2,443 crowns to the guild treasury."
"12/21/14 11:01:20 PM","Treasury","Rhons","Added 2,200 crowns to the guild treasury."
"12/21/14 8:37:44 PM","Guild Hall","Purepwn","Changed the MOTD: 'Farming Fridays coming back soon! Visit us at www.logunners.shivtr.com"" for  more info!'."
"12/21/14 9:25:55 AM","Treasury","Acalodar","Added 1,000 crowns to the guild treasury."
"12/20/14 10:37:48 PM","Membership","Own-Deschng","Left the guild. Farewell!"
"12/20/14 9:07:21 PM","Storage","Haann","Added Frosty Pith Helm to member storage."
"12/20/14 9:06:37 PM","Storage","Haann","Removed Frosty Cloak from veteran storage."
"12/20/14 6:48:51 PM","Treasury","Rhons","Added 7,000 crowns to the guild treasury."
"12/20/14 5:38:42 PM","Treasury","Slicertw","Added 220 crowns to the guild treasury."
"12/20/14 5:34:02 PM","Membership","Slicertw","Accepted Medium-Moose's invitation to join the guild. Welcome!"
"12/20/14 5:14:23 PM","Membership","Greenpee","Accepted Medium-Moose's invitation to join the guild. Welcome!"
"12/20/14 4:15:51 PM","Membership","Corvah","Accepted Medium-Moose's invitation to join the guild. Welcome!"
"12/19/14 9:10:57 PM","Treasury","Luna-Lux","Added 2,000 crowns to the guild treasury."
"12/19/14 9:10:46 PM","Storage","Luna-Lux","Added Frosty Cloak to veteran storage."
"12/19/14 9:10:46 PM","Storage","Luna-Lux","Removed Blaster from veteran storage."
"12/19/14 8:04:11 PM","Storage","Haann","Removed Pierce Blaster Recipe from officer storage."
"12/19/14 5:38:56 PM","Storage","Purepwn","Added Grim Repeater Recipe to officer storage."
